Date,Time,Area Affected,Event Type
2014-02-05 00:00:00,08:05:00,"Baltimore, Maryland",Severe Weather - Ice
2014-02-06 00:00:00,13:00:00,California,Fuel Supply Emergency - Natural Gas
2014-02-06 00:00:00,13:05:00,Northern California,Fuel Supply Emergency - Natural Gas
2014-02-06 00:00:00,13:58:00,Rio Grande Valley Texas,Public Appeal to Reduce Electricity Usage
2014-02-06 00:00:00,14:15:00,California,Fuel Supply Emergency - Natural Gas
2014-02-06 00:00:00,15:35:00,ERCOT Region Texas,Public Appeal to Reduce Electricity Usage
2014-02-07 00:00:00,07:00:00,Niagara County New York,Fuel Supply Emergency - Coal
2014-02-07 00:00:00,16:30:00,ERCOT Region Texas,Public Appeal to Reduce Electricity Usage
2014-02-07 00:00:00,16:50:00,Texas,Public Appeal to Reduce Electricity Usage
2014-02-12 00:00:00,07:48:00,Northern/Northeastern Georgia,Severe Weather - Snow/Ice
2014-02-12 00:00:00,11:03:00,South Carolina,Severe Weather - Snow/Ice
2014-02-12 00:00:00,12:10:00,North Carolina,Severe Weather - Snow/Ice
2014-02-12 00:00:00,14:15:00,Vermont,Physical Attack - Vandalism
2014-02-14 00:00:00,13:00:00,"Portland, Oregon",Physical Attack - Vandalism
2014-02-18 00:00:00,18:43:00,"Bend, Oregon",Physical Attack - Vandalism
2014-02-20 00:00:00,16:40:00,"Missouri, Illinois",Severe Weather - Snow/Ice
2014-02-21 00:00:00,02:53:00,Northern/Northeastern Georgia,Severe Weather - Thunderstorms/High Winds
2014-03-02 00:00:00,19:00:00,ERCOT Region Texas,Public Appeal due to Severe Weather - Cold
2014-03-03 00:00:00,17:25:00,New York,Suspected Physical Attack
2014-03-03 00:00:00,06:40:00,Tennessee,Severe Weather - Winter Storm
2014-03-03 00:00:00,01:48:00,"Mid-Columbia River Generation, Washington",Fuel Supply Emergency - Hydro
2014-03-04 00:00:00,09:06:00,"Weston, Wisconsin",Fuel Supply Emergency - Coal
2014-03-05 00:00:00,17:06:00,"Salt Lake City, Utah",Physical Attack
2014-03-07 00:00:00,03:30:00,"Triad, North Carolina",Severe Weather - Winter Storm
2014-03-11 00:00:00,00:00:00,"Boone County, Iowa",Suspected Physical Attack
2014-03-12 00:00:00,19:35:00,North Carolina,Severe Weather - High Winds
2014-03-14 00:00:00,12:34:00,"Boone County, Iowa",Physical Attack - Vandalism
2014-03-17 00:00:00,17:25:00,"Glendale, Arizona",Physical Attack - Sabatoge
2014-03-20 00:00:00,00:00:00,New York,Suspected Cyber Attack
2014-03-24 00:00:00,11:07:00,"Salt Lake City, Utah",Physical Attack - Vandalism
2014-03-26 00:00:00,16:00:00,Iowa,Physical Attack
2014-03-26 00:00:00,13:37:00,Montana,Electrical System Separation (Islanding)
2014-03-31 00:00:00,15:41:00,Puerto Rico,System Wide Voltage Reduction
2014-04-03 00:00:00,00:00:00,Texas,Fuel Supply Emergency - Coal
2014-04-03 00:00:00,14:45:00,Wisconsin,Fuel Supply Emergency - Coal
2014-04-04 00:00:00,03:30:00,Central Arkansas,Severe Weather - Wind
2014-04-08 00:00:00,13:00:00,"Davis, California",Physical Attack - Vandalism
2014-04-08 00:00:00,11:09:00,Puerto Rico,Voltage Reduction
2014-04-12 00:00:00,18:15:00,Western and Central Michigan,Severe Weather - Thunderstorms
2014-04-12 00:00:00,20:00:00,Michigan,Severe Weather
2014-04-23 00:00:00,19:45:00,"Baton Rouge, Louisiana",Load shedding of 100 Megawatts
2014-04-24 00:00:00,15:02:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-04-25 00:00:00,07:00:00,Delaware,Physical Attack - Vandalism
2014-04-27 00:00:00,09:15:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-04-27 00:00:00,12:07:00,"Albany, Oregon",Physical Attack - Vandalism
2014-04-29 00:00:00,23:30:00,"Mississippi, Alabama",Severe Weather - Thunderstorms
2014-04-29 00:00:00,09:37:00,"Northeastern Mississippi, Northern Alabama",Severe Weather - Thunderstorms
2014-04-30 00:00:00,03:50:00,"Alabama, Florida, Georgia",Severe Weather - Thunderstorms
2014-05-08 00:00:00,08:39:00,"Imperial Valley, California",Physical Attack
2014-05-08 00:00:00,01:00:00,Mississippi,Physical Attack
2014-05-09 00:00:00,18:00:00,Indiana,Severe Weather - Heavy Winds
2014-05-11 00:00:00,18:38:00,"MISO North, Minnesota",Physical Attack - Vandalism
2014-05-12 00:00:00,13:14:00,"Layton, Utah",Physical Attack - Vandalism
2014-05-14 00:00:00,15:34:00,"San Diego & Orange Counties, California",Public Appeal to Reduce Electricity Usage - Wild Fires
2014-05-15 00:00:00,10:43:00,"San Diego & Orange Counties, California",Public Appeal to Reduce Electricity Usage - Wild Fires
2014-05-15 00:00:00,12:10:00,"Whiting, Indiana",Suspected Physical Attack
2014-05-16 00:00:00,10:43:00,"San Diego & Orange Counties, California",Public Appeal to Reduce Electricity Usage - Wild Fires
2014-05-20 00:00:00,07:01:00,"Duchesne County, Utah",Physical Attack - Vandalism
2014-05-23 00:00:00,15:00:00,North Carolina,Physical Attack - Vandalism
2014-05-26 00:00:00,12:31:00,"British Columbia & Alberta, Canada",Electrical System Separation (Islanding)
2014-05-27 00:00:00,11:00:00,"Phoenix, Arizona",Physical Attack - Vandalism
2014-06-03 00:00:00,01:38:00,Texas,Physical Attack - Vandalism
2014-06-03 00:00:00,15:32:00,"Alberta, Canada",Electrical System Islanding
2014-06-05 00:00:00,03:00:00,"Shelby County, Tennessee",Severe Weather - Thunderstorms
2014-06-06 00:00:00,13:00:00,Texas,Fuel Supply Emergency - Coal
2014-06-05 00:00:00,13:06:00,West Tennessee,Severe Weather - Thunderstorms
2014-06-07 00:00:00,23:00:00,"North and Central , Alabama",Severe Weather - Thunderstorms
2014-06-09 00:00:00,11:07:00,"Alberta, Canada",Electrical System Islanding
2014-06-11 00:00:00,09:30:00,"Nogales, Arizona",Suspected Physical Attack
2014-06-10 00:00:00,21:50:00,West Virginia,Severe Weather - Thunderstorms
2014-06-11 00:00:00,16:00:00,Southern Mississippi,Physical Attack - Vandalism
2014-06-12 00:00:00,09:10:00,"Somervell County, Texas",Suspected Physical Attack
2014-06-15 00:00:00,00:00:00,Central Minnesota,Severe Weather - Thunderstorms
2014-06-18 00:00:00,09:52:00,Washington,Physical Attack - Vandalism
2014-06-18 00:00:00,17:00:00,Southeast Michigan,Severe Weather - Thunderstorms
2014-06-19 00:00:00,08:47:00,"Nashville, Tennessee",Physical Attack - Vandalism
2014-06-24 00:00:00,14:54:00,"Nashville, Tennessee",Physical Attack - Vandalism
2014-06-27 00:00:00,13:21:00,Wisconsin,Fuel Supply Emergency - Coal
2014-06-30 00:00:00,17:55:00,Southeast  Wisconsin,Severe Weather - Thunderstorms
2014-06-30 00:00:00,20:00:00,Illinois,Severe Weather - Thunderstorms
2014-06-30 00:00:00,23:20:00,North Central Indiana,Severe Weather - Thunderstorms
2014-07-01 00:00:00,05:00:00,"Indiana, Michigan",Severe Weather - Thunderstorms
2014-07-02 00:00:00,08:39:00,Wisconsin,Fuel Supply Emergency - Coal
2014-07-01 00:00:00,03:30:00,Southwest Michigan,Severe Weather - Thunderstorms
2014-07-01 00:00:00,04:00:00,Southeast Michigan,Severe Weather - Thunderstorms
2014-07-03 00:00:00,18:00:00,Pennsylvania,Severe Weather - Thunderstorms
2014-07-03 00:00:00,22:55:00,"Vermont, New Hampshire, Maine, Rhode Island, Massachusetts, Connecticut",Severe Weather - Thunderstorms
2014-07-08 00:00:00,20:30:00,Pennsylvania,Severe Weather - Thunderstorms
2014-07-08 00:00:00,21:31:00,Maryland,Severe Weather - Thunderstorms
2014-07-08 00:00:00,18:00:00,Eastern Pennsylvania,Severe Weather - Thunderstorms
2014-07-08 00:00:00,17:30:00,"Maryland, West Virginia",Severe Weather - Thunderstorms
2014-07-08 00:00:00,17:30:00,West Virginia,Severe Weather - Thunderstorms
2014-07-08 00:00:00,19:21:00,Upstate New York,Severe Weather - Thunderstorms
2014-07-08 00:00:00,17:30:00,Central and Northeastern Pennsylvania,Severe Weather - Thunderstorms
2014-07-14 00:00:00,16:00:00,Washington,Suspected Physical Attack
2014-07-23 00:00:00,19:14:00,"Arkansas, Louisiana",Severe Weather - Thunderstorms
2014-07-24 00:00:00,16:29:00,California,Load shedding of 100 Megawatts
2014-07-27 00:00:00,17:00:00,Southeast Michigan,Severe Weather - Thunderstorms
2014-07-27 00:00:00,23:00:00,Central California,Uncontrolled Loss of 300 Megawatts
2014-08-01 00:00:00,15:03:00,Utah,Physical Attack
2014-08-13 00:00:00,06:08:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-08-20 00:00:00,01:21:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-08-23 00:00:00,16:39:00,"City of Highland, Illinois",Operational Failure of Electrical System
2014-08-24 00:00:00,03:20:00,"North of San Francisco, California",Earthquake
2014-08-26 00:00:00,15:30:00,Southeast Michigan,Severe Weather - Thunderstorms
2014-08-27 00:00:00,12:49:00,Delaware,Suspected Physical Attack
2014-08-30 00:00:00,15:30:00,"Luzerne County, Pennsylvania",Suspected Physical Attack
2014-09-05 00:00:00,20:00:00,Michigan,Severe Weather - Thunderstorms
2014-09-05 00:00:00,16:30:00,Illinois,Severe Weather - Thunderstorms
2014-09-05 00:00:00,19:14:00,Lower Peninsula of Michigan,Severe Weather - Thunderstorms
2014-09-09 00:00:00,08:18:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-09-11 00:00:00,04:56:00,"Alberta, Canada",Electrical System Separation (Islanding)
2014-09-14 00:00:00,21:50:00,Oregon,Electrical System Separation (Islanding)
2014-09-16 00:00:00,11:56:00,California,Physical Attack - Vandalism
2014-09-17 00:00:00,13:30:00,Michigan,Suspected Physical Attack - Suspcious Activity
2014-09-19 00:00:00,14:20:00,"Estacada, Oregon",Electrical System Separation (Islanding)
2014-09-22 00:00:00,11:00:00,Northeast Minnesota,Fuel Supply Emergency - Coal
2014-09-23 00:00:00,01:13:00,New York,Physical Attack - Suspcious Activity
2014-09-21 00:00:00,13:30:00,New York,Physical Attack - Suspcious Activity
2014-09-24 00:00:00,11:30:00,Washington,Physical Attack - Vandalism
2014-10-02 00:00:00,15:00:00,"Cave Junction, Oregon",Suspected Physical Attack - Vandalism
2014-10-02 00:00:00,22:15:00,Arkansas,Severe Weather - Thunderstorms
2014-10-02 00:00:00,16:00:00,Texas,Severe Weather - Thunderstorms
2014-10-06 00:00:00,10:52:00,"Houston, Texas",Severe Weather - Thunderstorms
2014-10-07 00:00:00,12:00:00,Maryland,Suspected Physical Attack - Vandalism
2014-10-08 00:00:00,16:47:00,Rio Grande Valley Texas,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW
2014-10-08 00:00:00,16:49:00,Rio Grande Valley Texas,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW
2014-10-09 00:00:00,09:27:00,Rio Grande Valley Texas,Public Appeal to Reduce Electricity Usage
2014-10-13 00:00:00,12:45:00,Louisiana,Severe Weather - Thunderstorms
2014-10-14 00:00:00,07:33:00,Oregon,Suspected Physical Attack - Vandalism
2014-10-14 00:00:00,18:20:00,Puerto Rico,Voltage Reduction
2014-10-14 00:00:00,05:44:00,"Alabama, Florida, Georgia",Severe Weather - Thunderstorms
2014-10-15 00:00:00,07:46:00,Oregon,Suspected Physical Attack - Vandalism
2014-10-16 00:00:00,09:12:00,"Garden City, Kansas",Suspected Physical Attack - Vandalism
2014-10-16 00:00:00,13:25:00,Manitoba,Suspected Physical Attack
2014-10-20 00:00:00,00:00:00,"Howard County, Texas",Suspected Physical Attack - Vandalism
2014-10-21 00:00:00,08:25:00,"Carmel, Indiana",Suspected Cyber Attack
2014-10-22 00:00:00,22:46:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Severe Weather
2014-10-24 00:00:00,18:16:00,"Enfield, Connecticut ",Suspected Physical Attack - Vandalism
2014-10-24 00:00:00,16:00:00,"Howard County, Texas",Suspected Physical Attack - Vandalism
2014-10-25 00:00:00,16:00:00,"Greater Portland and Salem, Oregon",Severe Weather - Wind
2014-10-25 00:00:00,18:00:00,"King County, Thurston County and Kitsap County,  Washington",Severe Weather - Wind
2014-11-01 00:00:00,01:00:00,"Portland, Oregon",Suspected Physical Attack - Vandalism
2014-11-02 00:00:00,13:46:00,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Severe Weather - Winter Storm
2014-11-11 00:00:00,18:00:00,Washington,Severe Weather - Wind
2014-11-12 00:00:00,02:59:00,Unknown,Suspected Physical Attack - Vandalism
2014-11-13 00:00:00,07:07:00,"Howard County,Texas",Suspected Physical Attack - Vandalism
2014-11-14 00:00:00,09:50:00,"Estacada, Oregon",Electrical System Islanding
2014-11-19 00:00:00,14:44:00,"Victorville, California",Suspected Physical Attack - Vandalism
2014-11-21 00:00:00,20:29:00,"Twin Falls, Idaho",Suspected Physical Attack - Vandalism
2014-11-21 00:00:00,11:26:00,"Sand Springs - Fort Rock, Oregon",Suspected Physical Attack - Vandalism
2014-11-24 00:00:00,00:00:00,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Fuel Supply Emergency - Coal
2014-11-24 00:00:00,12:00:00,Michigan,Severe Weather - Wind
2014-11-26 00:00:00,17:50:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Severe Weather - Winter Storm
2014-12-01 00:00:00,10:44:00,"Fayetteville, North Carolina",Suspected Physical Attack - Vandalism
2014-12-03 00:00:00,12:15:00,Maine,Suspected Physical Attack - Vandalism
2014-12-11 00:00:00,06:40:00,Northern California,Severe Weather- High Winds
2014-12-11 00:00:00,07:21:00,"San Francisco, California",Distribution Interruption - Unknown Cause
2014-12-11 00:00:00,23:15:00,Northern California,Severe Weather- High Winds
2014-12-11 00:00:00,16:05:00,"Portland, Oregon",Severe Weather- High Winds
2014-12-11 00:00:00,17:00:00,"Kitsap, Thurston, Whatcom counties Washington",Severe Weather- High Winds
2014-12-17 00:00:00,11:00:00,Washington,Suspected Physical Attack
2014-12-30 00:00:00,15:50:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Suspected Cyber Attack
2014-12-30 00:00:00,13:08:00,Northern California,Severe Weather- High Winds
2015-01-07 00:00:00,17:00:00,Tennessee,Severe Weather - Winter
2015-01-07 00:00:00,17:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Severe Weather - Winter
2015-01-22 00:00:00,04:24:00,"Portland, Oregon",Vandalism
2015-01-26 00:00:00,14:39:00,"Cave Junction, Oregon",Vandalism
2015-01-27 00:00:00,10:30:00,"Kountze, Texas",Sabotage
2015-02-01 00:00:00,11:24:00,"Weber County, Utah",Vandalism
2015-02-02 00:00:00,09:40:00,"Conroe, Texas",Sabotage
2015-02-04 00:00:00,11:55:00,"Vollmers, California",Vandalism
2015-02-05 00:00:00,08:15:00,"Cameron, Arizona",Vandalism
2015-02-05 00:00:00,11:20:00,"Dunismuir, California",Vandalism
2015-02-06 00:00:00,20:58:00,Northern California,Severe Weather - Wind
2015-02-09 00:00:00,11:30:00,"Colorado Springs, Colorado",Sabotage
2015-02-16 00:00:00,21:41:00,"Northern/North Eastern, Georgia",Severe Weather - Winter
2015-02-16 00:00:00,21:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Severe Weather - Winter
2015-02-17 00:00:00,09:00:00,"North Carolina, South Carolina",Severe Weather - Winter
2015-02-17 00:00:00,02:12:00,"North Carolina, South Carolina",Severe Weather - Winter
2015-02-17 00:00:00,06:20:00,"Prescott Valley, Arizona",Vandalism
2015-02-18 00:00:00,15:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",Severe Weather - Winter
2015-02-19 00:00:00,14:30:00,"Winslow, Arizona",Vandalism
2015-02-20 00:00:00,06:00:00,"North Carolina, South Carolina",Severe Weather - Winter
2015-02-21 00:00:00,08:34:00,"Fentress County, Tennessee",Severe Weather - Winter
2015-02-26 00:00:00,03:12:00,"North Carolina, South Carolina",Severe Weather - Winter
2015-02-26 00:00:00,03:30:00,North Carolina ,Severe Weather - Winter
2015-03-04 00:00:00,09:05:00,"Johnson City , Tennessee",Vandalism
2015-03-09 00:00:00,23:50:00,Washington,Vandalism
2015-03-15 00:00:00,15:30:00,"Greater Portland & Salem , Oregon",Severe Weather - Wind
2015-03-16 00:00:00,07:31:00,"Winona , Minnesota",Sabotage
2015-03-19 00:00:00,18:30:00,Southwest Kansas,Vandalism
2015-03-22 00:00:00,16:25:00,West Virginia,Vandalism
2015-03-26 00:00:00,15:21:00,"Contra Costa County, California",System Operations
2015-03-29 00:00:00,04:26:00,California,Vandalism
2015-04-01 00:00:00,18:25:00,"San Juan County, Utah",Vandalism
2015-04-02 00:00:00,07:04:00,"San Juan County, Utah",Vandalism
2015-04-03 00:00:00,02:00:00,"Harvey, Reno, and Sedgwick Counties, Kansas",Severe Weather - Thunderstorms
2015-04-06 00:00:00,08:12:00,"Butte County, California",System Operations
2015-04-07 00:00:00,12:30:00,Unknown ,System Operations
2015-04-07 00:00:00,15:34:00,California,System Operations
2015-04-17 00:00:00,21:30:00,"Houston, Texas",Severe Weather
2015-04-17 00:00:00,09:16:00,Canada ,System Operations
2015-04-18 00:00:00,21:00:00,"Dallas, Fort Worth, Texas",Severe Weather
2015-04-24 00:00:00,19:10:00,"Dallas, Fort Worth, Texas",Severe Weather
2015-04-27 00:00:00,10:30:00,Louisiana and Texas,Severe Weather
2015-05-02 00:00:00,22:51:00,"Franklin County, Tennessee",Vandalism
2015-05-04 00:00:00,15:25:00,"Salt Lake County, Utah",Vandalism
2015-05-11 00:00:00,08:32:00,"Shasta County, California",Sabotage
2015-05-12 00:00:00,00:40:00,"Coahoma County, Mississippi",Sabotage
2015-05-18 00:00:00,15:28:00,Washington,Severe Weather
2015-05-25 00:00:00,18:00:00,North Texas,Severe Weather
2015-05-25 00:00:00,22:45:00,"Fort Bend County, & Harris County ,Texas",Severe Weather
2015-05-25 00:00:00,20:30:00,Texas,Severe Weather
2015-05-25 00:00:00,20:30:00,"Texas, Louisiana, Arkansas",Severe Weather
2015-05-26 00:00:00,05:30:00,"Texas, Louisiana, Arkansas, Mississippi",Severe Weather
2015-06-01 00:00:00,00:27:00,"Daviess County, Kentucky",Vandalism
2015-06-01 00:00:00,19:19:00,California,System Operations
2015-06-02 00:00:00,18:58:00,California,System Operations
2015-06-03 00:00:00,15:00:00,Texas,System Operations
2015-06-07 00:00:00,13:54:00,"Shelby County, Tennessee",System Operations
2015-06-07 00:00:00,13:52:00,Tennessee,System Operations
2015-06-08 00:00:00,00:00:00,"Merced County, California",System Operations
2015-06-20 00:00:00,13:52:00,"Solano County, California",Vandalism
2015-06-23 00:00:00,18:00:00,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",Severe Weather
2015-06-23 00:00:00,17:06:00,"New Castle County, Delaware",Severe Weather
2015-06-23 00:00:00,17:30:00,"Delaware County, PA; Chester County, PA",Severe Weather
2015-06-23 00:00:00,18:30:00,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Severe Weather
2015-06-23 00:00:00,18:18:00,New Jersey,System Operations
2015-06-23 00:00:00,18:26:00,New Jersey,Severe Weather
2015-06-26 00:00:00,02:00:00,Kansas,Severe Weather
2015-06-27 00:00:00,17:00:00,"Wayne County, Michigan",Severe Weather
2015-06-29 00:00:00,19:21:00,Washington,Severe Weather
2015-06-30 00:00:00,14:00:00,California,Severe Weather
2015-06-30 00:00:00,10:50:00,California,Severe Weather
2015-07-03 00:00:00,08:30:00,"Butte County, California",Suspicious Activity 
2015-07-03 00:00:00,17:17:00,Texas,System Operations
2015-07-13 00:00:00,14:14:00,"Ohio, Kentucky",Severe Weather
2015-07-13 00:00:00,19:40:00,Virginia,Severe Weather
2015-07-14 00:00:00,15:29:00,Arkansas,Severe Weather
2015-07-14 00:00:00,20:00:00,Alabama,Severe Weather
2015-07-15 00:00:00,02:00:00,California,System Operations
2015-07-16 00:00:00,16:45:00,Texas,System Operations
2015-07-18 00:00:00,02:00:00,"Henepin and Ramsey County, Minnesota",Severe Weather
2015-07-18 00:00:00,18:26:00,California,System Operations
2015-07-18 00:00:00,19:59:00,California,Severe Weather
2015-07-21 00:00:00,12:47:00,Washington,System Operations
2015-07-27 00:00:00,03:52:00,California,System Operations
2015-07-28 00:00:00,12:05:00,Puerto Rico,System Operations
2015-07-29 00:00:00,16:45:00,New York,System Operations
2015-07-30 00:00:00,09:50:00,Texas,System Operations
2015-07-30 00:00:00,13:00:00,Tennessee,Vandalism
2015-07-31 00:00:00,10:55:00,Washington,System Operations
2015-08-02 00:00:00,17:45:00,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,Severe Weather
2015-08-03 00:00:00,00:30:00,Illinois,Severe Weather
2015-08-03 00:00:00,01:00:00,Michigan,Severe Weather
2015-08-03 00:00:00,08:27:00,Arizona: New Mexico,Sabotage
2015-08-04 00:00:00,07:17:00,Massachusetts: Rhode Island:,Severe Weather
2015-08-11 00:00:00,19:30:00,Texas: Houston;,Severe Weather
2015-08-13 00:00:00,15:15:00,Texas: Williamson County;,Other
2015-08-27 00:00:00,21:51:00,Puerto Rico,System Operations
2015-08-29 00:00:00,10:00:00,Washington,Severe Weather
2015-08-29 00:00:00,11:00:00,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",Severe Weather
2015-08-29 00:00:00,13:00:00,Washington: King County;,Severe Weather
2015-09-03 00:00:00,02:33:00,Michigan,Severe Weather
2015-09-13 00:00:00,17:56:00,New York: Dutchess County;,Vandalism
2015-09-20 00:00:00,13:12:00,California,System Operations
2015-09-29 00:00:00,15:40:00,Oregon,Vandalism
2015-10-13 00:00:00,06:30:00,Utah: Emery County;,Vandalism
2015-10-13 00:00:00,10:25:00,Texas,Other
2015-10-13 00:00:00,16:32:00,California,Other
2015-10-16 00:00:00,12:25:00,Utah ,Vandalism
2015-10-18 00:00:00,07:00:00,California: Central Coast area;,Severe Weather
2015-10-23 00:00:00,09:42:00,Puerto Rico,System Operations
2015-10-28 00:00:00,13:38:00,Pennsylvania: Columbia County; Montour County; Northumberland County;,Other
2015-10-30 00:00:00,15:00:00,Oregon: Josephine County;,Other
2015-10-31 00:00:00,00:45:00,Texas: Harris County;,Severe Weather
2015-11-01 00:00:00,11:53:00,Ohio: Hamilton County;,Vandalism
2015-11-02 00:00:00,17:37:00,Arkansas: Hot Spring County;,Sabotage
2015-11-10 00:00:00,12:00:00,Indiana: Dearborn County;,Sabotage
2015-11-13 00:00:00,11:30:00,New York,Suspicious Activity 
2015-11-17 00:00:00,09:00:00,Washington: Snohomish County;,Severe Weather
2015-11-17 00:00:00,10:00:00,Washington,Severe Weather
2015-11-17 00:00:00,13:30:00,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",Severe Weather
2015-11-21 00:00:00,20:30:00,Michigan,Severe Weather
2015-11-28 00:00:00,06:00:00,Oklahoma,Severe Weather
2015-11-28 00:00:00,06:00:00,Oklahoma,Severe Weather
2015-11-29 00:00:00,16:48:00,Puerto Rico,System Operations
2015-11-30 00:00:00,06:18:00,Puerto Rico,System Operations
2015-12-02 00:00:00,13:03:00,Kansas: Thomas County;,Vandalism
2015-12-05 00:00:00,21:00:00,Kansas,Vandalism
2015-12-05 00:00:00,19:22:00,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",Other
2015-12-08 00:00:00,14:00:00,Nevada: Clark County;,Sabotage
2015-12-09 00:00:00,18:06:00,Puerto Rico,System Operations
2015-12-09 00:00:00,04:00:00,Washington,Severe Weather
2015-12-10 00:00:00,21:25:00,Missouri: New Madrid County;,System Operations
2015-12-10 00:00:00,17:55:00,California: Stanislaus County;,Vandalism
2015-12-10 00:00:00,03:53:00,California: Plumas County,Severe Weather
2015-12-10 00:00:00,06:01:00,California: Northern;,Severe Weather
2015-12-24 00:00:00,03:00:00,"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",Severe Weather
2015-12-26 00:00:00,19:30:00,Texas,Severe Weather
2015-12-26 00:00:00,18:00:00,Texas: Oklahoma:,Severe Weather
2015-12-27 00:00:00,23:38:00,Oklahoma,Severe Weather
2015-12-27 00:00:00,17:00:00,Oklahoma,Severe Weather
2015-12-29 00:00:00,08:30:00,Maine,Sabotage
2015-12-31 00:00:00,17:00:00,Oklahoma: Blaine County;,Severe Weather
2015-12-31 00:00:00,11:00:00,Missouri,Sabotage
2016-01-04 00:00:00,05:15:00,Wisconsin: Milwaukee County;,Sabotage
2016-01-10 00:00:00,20:46:00,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather
2016-01-11 00:00:00,20:16:00,Pennsylvania: Chester County;,Vandalism
2016-01-14 00:00:00,08:27:00,Delaware:,Vandalism
2016-01-17 00:00:00,12:00:00,Utah: Salt Lake County;,Sabotage
2016-01-22 00:00:00,15:52:00,North Carolina: South Carolina:,Weather
2016-01-23 00:00:00,07:49:00,New Jersey:,Weather
2016-02-05 00:00:00,11:21:00,Connecticut: Massachusetts: Rhode Island:,Weather
2016-02-07 00:00:00,11:30:00,New York: Orange County,Cyber Attack
2016-02-07 00:00:00,14:58:00,Oregon: Klamath County,Sabotage
2016-02-07 00:00:00,13:21:00,Utah: Salt Lake County,Vandalism
2016-02-13 00:00:00,12:44:00,California,Islanding
2016-02-16 00:00:00,08:35:00,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Weather
2016-02-19 00:00:00,22:00:00,Michigan,Weather
2016-02-21 00:00:00,15:54:00,Oregon: Klamath County,Sabotage
2016-02-24 00:00:00,14:45:00,North Carolina: South Carolina,Weather
2016-02-24 00:00:00,09:10:00,Delaware,Vandalism
2016-02-25 00:00:00,01:44:00,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather
2016-02-26 00:00:00,16:35:00,Arizona: Maricopa County,Sabotage - Operator Action(s)
2016-02-26 00:00:00,00:01:00,California: San Bernardino County,Fuel Supply Deficiency
2016-03-01 00:00:00,13:35:00,Idaho: Ada County;,Vandalism
2016-03-01 00:00:00,15:00:00,"Washington: King County, Whatcom County, Kitsap County, Skagit County;",Weather
2016-03-03 00:00:00,11:00:00,California: San Bernardino County;,Fuel Supply Deficiency
2016-03-08 00:00:00,00:00:00,Idaho: Bannock County;,Sabotage
2016-03-10 00:00:00,04:00:00,"Washington: Kitsap County, King County, Whatcom County, Island County, Skagit County;",Sabotage
2016-03-13 00:00:00,14:00:00,"Washington: Island County, Skagit County, Whatcom County, King County, Kitsap County, Pierce County, Thurston County;",Sabotage
2016-03-13 00:00:00,16:55:00,Washington:,Vandalism
2016-03-23 00:00:00,05:00:00,"Colorado: Denver, City and County of[12];",Weather
2016-03-27 00:00:00,12:00:00,Nevada: Clark County;,Sabotage
2016-03-30 00:00:00,21:12:00,Massachusetts: Middlesex County[13];,Sabotage
2016-04-01 00:00:00,16:37:00,Florida: Hillsborough County,Sabotage
2016-04-02 00:00:00,11:08:00,California,System Operations
2016-04-12 00:00:00,11:30:00,Washington: Pend Oreille County,Cyber Attack
2016-04-14 00:00:00,16:49:00,Maryland: Baltimore County,Sabotage
2016-04-15 00:00:00,10:00:00,Utah: Weber County,Vandalism
2016-04-18 00:00:00,05:05:00,Texas: Harris County,Weather
2016-04-27 00:00:00,13:36:00,Tennessee,Vandalism
