,Unnamed: 0,Event Type,Valid Date,Valid Time,State,Cities,Counties,Dirty
,,Severe Weather - Hurricane Sandy,10/29/2012,,Southeast and Seacoast Maine,,TRUE,
,,Severe Weather - Nor'easter,10/30/2012,,Greater Detroit Michigan,,TRUE,
,,Severe Weather - Winter Storm,12/2/2012,5:20:00,Northern California,,TRUE,
,,Severe Weather - Winter Storm,12/25/2012,0:45:00,Arkansas; Louisiana; Mississippi; Texas,,TRUE,
,,"Severe Weather - Cold Front, High Winds",12/25/2012,9:28:00,"Houston, Texas",,TRUE,
,,Severe Weather - Thunderstorm,12/26/2012,14:50:00,"Stantonsburg, North Carolina",,TRUE,
,,Severe Weather - Winter Storm,1/17/2013,18:07:00,"Southwest Virginia, Southern West Virginia",,TRUE,
,,Severe Weather - Winter Storm,1/17/2013,19:02:00,Northeast Tennessee,,TRUE,
,,Severe Weather - Wind Storm,1/20/2013,3:30:00,Southeastern Michigan,,TRUE,
,,Severe Weather - Wind Storm,1/31/2013,3:05:00,Central and Eastern Virginia,,TRUE,
,,Severe Weather - Wind Storm,1/31/2013,6:30:00,Connecticut,,TRUE,
,,,,,,,,
,,Severe Weather - Winter Storm Nemo,2/8/2013,20:00:00,Central and eastern Massachusetts; Rhode Island,,TRUE,
,,Severe Weather - Winter Storm Nemo,2/8/2013,20:55:00,Boston area and Southeast Massachusetts,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Winter Storm Nemo,2/26/2013,13:00:00,Northern Missouri,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Winter Storm,3/6/2013,8:22:00,Northwest Virginia,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,3/18/2013,19:30:00,North/Central Alabama; Georgia,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Storms and Wind,4/18/2013,15:00:00,"Southeast Michigan, Michigan",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Tornados,5/20/2013,15:00:00,"Moore, Oklahoma",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,5/29/2013,20:58:00,Central and Eastern New York,,TRUE,
,,,,,,,,
,,Severe Weather - Lightning,5/31/2013,1:00:00,"Maumelle, Arkansas",,TRUE,
,,Severe Weather - Tornados,5/31/2013,18:00:00,"El Reno, S. Oklahoma City, Oklahoma",,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,5/31/2013,19:30:00,St. Louis Metro Area Missouri,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/13/2013,20:47:00,Southern Company Territory,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/13/2013,16:08:00,"Richmond Metro area, Virginia",,TRUE,
,,Severe Weather - Thunderstorms,6/13/2013,13:17:00,Western Piedmont North Carolina,,TRUE,
,,Severe Weather - Thunderstorms,6/13/2013,17:45:00,Central and Eastern North Carolina,,TRUE,
,,Severe Weather - Thunderstorms,6/13/2013,15:20:00,Ohio; Virginia; West Virginia,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Hailstorm,6/21/2013,3:00:00,Minnesota,,TRUE,
,,,,,,,,
,,Severe Weather - Hailstorm,6/21/2013,17:39:00,Minneapolis/St. Paul area Minnesota,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/24/2013,19:30:00,Illinois,,TRUE,
,,Severe Weather - Thunderstorms,6/24/2013,19:30:00,Indiana,,TRUE,
,,Severe Weather - Thunderstorms,6/27/2013,17:00:00,South Eastern Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/10/2013,17:30:00,AEP Ohio Power Footprint,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/19/2013,18:00:00,Michigan,,TRUE,
,,Severe Weather - Thunderstorms,7/19/2013,22:30:00,New York,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/23/2013,23:38:00,"Tulsa, Oklahoma",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,8/7/2013,0:15:00,Eastern Central Wisconsin,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,8/16/2013,16:58:00,Houston Service Area Texas,,TRUE,
,,Severe Weather - Lightning Strike,8/19/2013,19:06:00,Central California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,8/30/2013,19:30:00,Entire ComEd territory Illinois,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,9/11/2013,16:00:00,Southeastern Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Hail Storm,10/27/2013,4:27:00,"Houston, Texas",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Ice and Snow Storm,11/17/2013,7:00:00,Michigan,,TRUE,
,,,,,,,,
,,Severe Weather - Tornadoes,11/17/2013,16:47:00,Central Indiana,,TRUE,
,,Severe Weather - Thunderstorms,11/17/2013,16:45:00,Entire Lower Peninsula Michigan,,TRUE,
,,Severe Weather - Tornadoes,11/17/2013,12:35:00,"Central Missouri, Central Illinois",,TRUE,
,,Severe Weather - Thunderstorms,11/17/2013,13:06:00,North Central Indiana,,TRUE,
,,Severe Weather - Thunderstorms,11/17/2013,16:19:00,"Indiana, Michigan",,TRUE,
,,Severe Weather - Thunderstorms,11/17/2013,14:31:00,Entire ComEd Territory Illinois,,TRUE,
,,Severe Weather - Thunderstorms,11/17/2013,16:47:00,Central Indiana,,TRUE,
,,,,,,,,
,,Severe Weather - Wind Storm,11/21/2013,19:45:00,Northern California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Ice/Snow,12/6/2013,1:51:00,"Greater Houston, Texas",,TRUE,
,,Severe Weather - Ice/Snow,12/9/2013,6:54:00,Virginia Service Territory,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Ice/Snow,12/22/2013,6:16:00,Frontier/Genesee/Northern New York,,TRUE,
,,Severe Weather - Ice/Snow,12/22/2013,6:30:00,Michigan,,TRUE,
,,Severe Weather - Ice/Snow,12/22/2013,3:28:00,"Southern Lower Penninsula, Michigan",,TRUE,
,,Severe Weather - Ice/Snow,12/23/2013,15:20:00,Central Maine Maine,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Snow/Ice,2/5/2014,0:00:00,"Maryland, West Virginia",,TRUE,
,,Severe Weather - Snow/Ice,2/5/2014,1:00:00,Pennsylvania,,TRUE,
,,Severe Weather - Snow/Ice,2/5/2014,5:00:00,Pennsylvania,,TRUE,
,,Fuel Supply Emergency - Coal,2/5/2014,7:00:00,New York,,TRUE,
,,Severe Weather - Snow/Ice,2/5/2014,7:35:00,"Lancaster Region, Pennsylvania",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Snow/Ice,2/12/2014,7:48:00,Northern/Northeastern Georgia,,TRUE,
,,Severe Weather - Snow/Ice,2/12/2014,11:03:00,South Carolina,,TRUE,
,,Severe Weather - Snow/Ice,2/12/2014,12:10:00,North Carolina,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Snow/Ice,2/20/2014,16:40:00,"Missouri, Illinois",,TRUE,
,,Severe Weather - Thunderstorms/High Winds,2/21/2014,2:53:00,Northern/Northeastern Georgia,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Winter Storm,3/3/2014,6:40:00,Tennessee,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Winter Storm,3/7/2014,3:30:00,"Triad, North Carolina",,TRUE,
,,,,,,,,
,,Severe Weather - High Winds,3/12/2014,19:35:00,North Carolina,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,4/12/2014,18:15:00,Western and Central Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,4/29/2014,23:30:00,"Mississippi, Alabama",,TRUE,
,,Severe Weather - Thunderstorms,4/29/2014,9:37:00,"Northeastern Mississippi, Northern Alabama",,TRUE,
,,Severe Weather - Thunderstorms,4/30/2014,3:50:00,"Alabama, Florida, Georgia",,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Heavy Winds,5/9/2014,18:00:00,Indiana,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/5/2014,3:00:00,"Shelby County, Tennessee",,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/5/2014,13:06:00,West Tennessee,,TRUE,
,,Severe Weather - Thunderstorms,6/7/2014,23:00:00,"North and Central , Alabama",,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/10/2014,21:50:00,West Virginia,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/15/2014,0:00:00,Central Minnesota,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/18/2014,17:00:00,Southeast Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,6/30/2014,17:55:00,Southeast  Wisconsin,,TRUE,
,,Severe Weather - Thunderstorms,6/30/2014,20:00:00,Illinois,,TRUE,
,,Severe Weather - Thunderstorms,6/30/2014,23:20:00,North Central Indiana,,TRUE,
,,Severe Weather - Thunderstorms,7/1/2014,5:00:00,"Indiana, Michigan",,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/1/2014,3:30:00,Southwest Michigan,,TRUE,
,,Severe Weather - Thunderstorms,7/1/2014,4:00:00,Southeast Michigan,,TRUE,
,,Severe Weather - Thunderstorms,7/3/2014,18:00:00,Pennsylvania,,TRUE,
,,Severe Weather - Thunderstorms,7/3/2014,22:55:00,"Vermont, New Hampshire, Maine, Rhode Island, Massachusetts, Connecticut",,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,20:30:00,Pennsylvania,,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,21:31:00,Maryland,,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,18:00:00,Eastern Pennsylvania,,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,17:30:00,"Maryland, West Virginia",,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,17:30:00,West Virginia,,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,19:21:00,Upstate New York,,TRUE,
,,Severe Weather - Thunderstorms,7/8/2014,17:30:00,Central and Northeastern Pennsylvania,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/23/2014,19:14:00,"Arkansas, Louisiana",,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,7/27/2014,17:00:00,Southeast Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,8/26/2014,15:30:00,Southeast Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,9/5/2014,20:00:00,Michigan,,TRUE,
,,Severe Weather - Thunderstorms,9/5/2014,16:30:00,Illinois,,TRUE,
,,Severe Weather - Thunderstorms,9/5/2014,19:14:00,Lower Peninsula of Michigan,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,10/2/2014,22:15:00,Arkansas,,TRUE,
,,Severe Weather - Thunderstorms,10/2/2014,16:00:00,Texas,,TRUE,
,,Severe Weather - Thunderstorms,10/6/2014,10:52:00,"Houston, Texas",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,10/13/2014,12:45:00,Louisiana,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather - Thunderstorms,10/14/2014,5:44:00,"Alabama, Florida, Georgia",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather- High Winds,12/11/2014,23:15:00,Northern California,,TRUE,
,,Severe Weather- High Winds,12/11/2014,16:05:00,"Portland, Oregon",,TRUE,
,,Severe Weather- High Winds,12/11/2014,17:00:00,"Kitsap, Thurston, Whatcom counties Washington",,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather- High Winds,12/30/2014,13:08:00,Northern California,,TRUE,
,,Severe Weather - Winter,1/7/2015,17:00:00,Tennessee,,TRUE,
,,Severe Weather - Winter,1/7/2015,17:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",,TRUE,
,,Severe Weather - Winter,2/16/2015,21:41:00,"Northern/North Eastern, Georgia",,TRUE,
,,Severe Weather - Winter,2/16/2015,21:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",,TRUE,
,,Severe Weather - Winter,2/17/2015,9:00:00,"North Carolina, South Carolina",,TRUE,
,,Severe Weather - Winter,2/17/2015,2:12:00,"North Carolina, South Carolina",,TRUE,
,,Severe Weather - Winter,2/18/2015,15:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",,TRUE,
,,Severe Weather - Winter,2/20/2015,6:00:00,"North Carolina, South Carolina",,TRUE,
,,Severe Weather - Winter,2/21/2015,8:34:00,"Fentress County, Tennessee",,TRUE,
,,Severe Weather - Winter,2/26/2015,3:12:00,"North Carolina, South Carolina",,TRUE,
,,Severe Weather - Winter,2/26/2015,3:30:00,North Carolina,,TRUE,
,,,,,,,,
,,Severe Weather - Thunderstorms,4/3/2015,2:00:00,"Harvey, Reno, and Sedgwick Counties, Kansas",,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,3/8/2017,13:30:00,New York,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,10/9/2017,2:03:00,California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,12/4/2017,21:53:00,California,,TRUE,
,,Severe Weather/Transmission Interruption,12/10/2017,1:25:00,California,"Ventura County, Santa Barbara County;",TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,7/18/2018,17:28:00,Oregon,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,7/23/2018,4:16:00,Florida,Pinellas County;,TRUE,
,,,,,,,,
,,Severe Weather/Transmission Interruption,7/27/2018,16:28:00,New York,New York County;,TRUE,
,,,,,,,,
,,,,,,,,
,,Natural Disaster,7/29/2018,14:33:00,California,,TRUE,
,,,,,,,,
,,Natural Disaster,8/7/2018,1:22:00,California,Butte County;,TRUE,
,,Natural Disaster,8/7/2018,1:22:00,California,Butte County;,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Natural Disaster/Transmission Interruption,8/31/2018,15:07:00,Oregon,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,12/9/2018,3:35:00,North Carolina,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,2/7/2019,7:39:00,Arkansas,,TRUE,
,,,,,,,,
,,Severe Weather/Transmission Interruption,2/23/2019,14:05:00,Virginia,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,3/13/2019,15:51:00,Texas,,TRUE,
,,Severe Weather/Transmission Interruption,3/13/2019,15:00:00,Texas: Kansas: Oklahoma:,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,4/26/2019,15:16:00,Massachusetts,Hampden County[13];,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Distribution Interruption,5/8/2019,15:50:00,Louisiana: Texas:,,TRUE,
,,Severe Weather/Transmission Interruption,5/9/2019,19:06:00,Texas,Harris County;,TRUE,
,,,,,,,,
,,Severe Weather/Transmission Interruption,5/23/2019,1:11:00,Indiana,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,5/27/2019,22:07:00,Ohio,"Montgomery County, Darke County, Mercer County, Miami County, Greene County;",TRUE,
,,Severe Weather/Transmission Interruption,6/2/2019,18:19:00,California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,6/16/2019,3:25:00,Oklahoma,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,7/30/2019,8:45:00,Louisiana,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,8/8/2019,16:16:00,Ohio,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,8/26/2019,19:00:00,Oklahoma,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,10/9/2019,0:27:00,California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,10/23/2019,14:36:00,California,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,10/26/2019,18:20:00,California,,TRUE,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Distribution Interruption,10/30/2019,6:32:00,California,"Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Kern County;",TRUE,
,,Severe Weather/Distribution Interruption,10/31/2019,22:00:00,Pennsylvania,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,11/20/2019,9:49:00,California,"Colusa County, Lake County, Mendocino County, Napa County, Solano County, Sonoma County, Yolo County, Shasta County, Tehama County;",TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,1/9/2020,23:07:00,Arkansas,Yell County;,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,1/11/2020,2:25:00,Arkansas,Cross County;,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,1/17/2020,5:28:00,California,Humboldt County;,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Distribution Interruption,2/6/2020,14:29:00,North Carolina,,TRUE,
,,Severe Weather/Transmission Interruption,2/6/2020,13:30:00,North Carolina: South Carolina:,,TRUE,
,,Severe Weather/Distribution Interruption,2/7/2020,11:00:00,Pennsylvania,,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Severe Weather/Transmission Interruption,7/7/2020,19:17:00,West Virginia,Wyoming County;,TRUE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
